pid,nameZh,nameJp,nameEn,type,category,power,accuracy,PP,description
617,破滅之光,はめつのひかり,Light of Ruin,妖精,特殊,140,90,5,借用永恆之花的力量，發射出強力光線。自己也會受到不小的傷害。
618,根源波動,こんげんのはどう,Origin Pulse,水,特殊,110,85,10,放出無數閃耀著青白色光輝的光線攻擊對手。
619,斷崖之劍,だんがいのつるぎ,Precipice Blades,地面,物理,120,85,10,將大地的力量化為利刃攻擊對手。
620,畫龍點睛,ガリョウテンセイ,Dragon Ascent,飛行,物理,120,100,5,從天空中急速下降攻擊對手。自己的防禦和特防會降低。
621,異次元猛攻,いじげんラッシュ,Hyperspace Fury,惡,物理,100,0,5,使用許多手臂，發動可不顧守住和看穿的連續攻擊。自己的防禦會降低。
622,究極無敵大衝撞,ウルトラダッシュアタック,Breakneck Blitz,一般,物理,-999,-999,-999,透過Ｚ力量氣勢猛烈地全力撞擊對手。威力會隨原本的招式而改變。
623,究極無敵大衝撞,ウルトラダッシュアタック,Breakneck Blitz,一般,特殊,-999,-999,-999,透過Ｚ力量氣勢猛烈地全力撞擊對手。威力會隨原本的招式而改變。
624,全力無雙激烈拳,ぜんりょくむそうげきれつけん,All-Out Pummeling,格鬥,物理,-999,-999,-999,將透過Ｚ力量製造的能量彈全力撞向對手。威力會隨原本的招式而改變。
625,全力無雙激烈拳,ぜんりょくむそうげきれつけん,All-Out Pummeling,格鬥,特殊,-999,-999,-999,將透過Ｚ力量製造的能量彈全力撞向對手。威力會隨原本的招式而改變。
626,極速俯衝轟烈撞,ファイナルダイブクラッシュ,Supersonic Skystrike,飛行,物理,-999,-999,-999,透過Ｚ力量猛烈地飛向天空，向著對手全力墜下。威力會隨原本的招式而改變。
627,極速俯衝轟烈撞,ファイナルダイブクラッシュ,Supersonic Skystrike,飛行,特殊,-999,-999,-999,透過Ｚ力量猛烈地飛向天空，向著對手全力墜下。威力會隨原本的招式而改變。
628,強酸劇毒滅絕雨,アシッドポイズンデリート,Acid Downpour,毒,物理,-999,-999,-999,透過Ｚ力量湧起毒沼，全力使對手下沉。威力會隨原本的招式而改變。
629,強酸劇毒滅絕雨,アシッドポイズンデリート,Acid Downpour,毒,特殊,-999,-999,-999,透過Ｚ力量湧起毒沼，全力使對手下沉。威力會隨原本的招式而改變。
630,地隆嘯天大終結,ライジングランドオーバー,Tectonic Rage,地面,物理,-999,-999,-999,透過Ｚ力量潛入地底深處，全力撞擊對手。威力會隨原本的招式而改變。
631,地隆嘯天大終結,ライジングランドオーバー,Tectonic Rage,地面,特殊,-999,-999,-999,透過Ｚ力量潛入地底深處，全力撞擊對手。威力會隨原本的招式而改變。
632,毀天滅地巨岩墜,ワールズエンドフォール,Continental Crush,岩石,物理,-999,-999,-999,透過Ｚ力量召喚大大的岩山，全力撞向對手。威力會隨原本的招式而改變。
633,毀天滅地巨岩墜,ワールズエンドフォール,Continental Crush,岩石,特殊,-999,-999,-999,透過Ｚ力量召喚大大的岩山，全力撞向對手。威力會隨原本的招式而改變。
634,絕對捕食迴旋斬,ぜったいほしょくかいてんざん,Savage Spin-Out,蟲,物理,-999,-999,-999,透過Ｚ力量用吐出的絲線全力束縛對手。威力會隨原本的招式而改變。
635,絕對捕食迴旋斬,ぜったいほしょくかいてんざん,Savage Spin-Out,蟲,特殊,-999,-999,-999,透過Ｚ力量用吐出的絲線全力束縛對手。威力會隨原本的招式而改變。
636,無盡暗夜之誘惑,むげんあんやへのいざない,Never-Ending Nightmare,幽靈,物理,-999,-999,-999,透過Ｚ力量召喚強烈的怨念，全力降禍到對手身上。威力會隨原本的招式而改變。
637,無盡暗夜之誘惑,むげんあんやへのいざない,Never-Ending Nightmare,幽靈,特殊,-999,-999,-999,透過Ｚ力量召喚強烈的怨念，全力降禍到對手身上。威力會隨原本的招式而改變。
638,超絕螺旋連擊,ちょうぜつらせんれんげき,Corkscrew Crash,鋼,物理,-999,-999,-999,透過Ｚ力量進行高速旋轉，全力撞擊對手。威力會隨原本的招式而改變。
639,超絕螺旋連擊,ちょうぜつらせんれんげき,Corkscrew Crash,鋼,特殊,-999,-999,-999,透過Ｚ力量進行高速旋轉，全力撞擊對手。威力會隨原本的招式而改變。
640,超強極限爆焰彈,ダイナミックフルフレイム,Inferno Overdrive,火,物理,-999,-999,-999,透過Ｚ力量噴出熊熊烈火，全力撞向對手。威力會隨原本的招式而改變。
641,超強極限爆焰彈,ダイナミックフルフレイム,Inferno Overdrive,火,特殊,-999,-999,-999,透過Ｚ力量噴出熊熊烈火，全力撞向對手。威力會隨原本的招式而改變。
642,超級水流大漩渦,スーパーアクアトルネード,Hydro Vortex,水,物理,-999,-999,-999,透過Ｚ力量製造大大的潮旋，全力吞沒對手。威力會隨原本的招式而改變。
643,超級水流大漩渦,スーパーアクアトルネード,Hydro Vortex,水,特殊,-999,-999,-999,透過Ｚ力量製造大大的潮旋，全力吞沒對手。威力會隨原本的招式而改變。
644,絢爛繽紛花怒放,ブルームシャインエクストラ,Bloom Doom,草,物理,-999,-999,-999,透過Ｚ力量借助花草的能量，全力攻擊對手。威力會隨原本的招式而改變。
645,絢爛繽紛花怒放,ブルームシャインエクストラ,Bloom Doom,草,特殊,-999,-999,-999,透過Ｚ力量借助花草的能量，全力攻擊對手。威力會隨原本的招式而改變。
646,終極伏特狂雷閃,スパーキングギガボルト,Gigavolt Havoc,電,物理,-999,-999,-999,透過Ｚ力量將蓄積的強大電流全力撞向對手。威力會隨原本的招式而改變。
647,終極伏特狂雷閃,スパーキングギガボルト,Gigavolt Havoc,電,特殊,-999,-999,-999,透過Ｚ力量將蓄積的強大電流全力撞向對手。威力會隨原本的招式而改變。
648,至高精神破壞波,マキシマムサイブレイカー,Shattered Psyche,超能力,物理,-999,-999,-999,透過Ｚ力量操縱對手，全力使其感受到痛苦。威力會隨原本的招式而改變。
649,至高精神破壞波,マキシマムサイブレイカー,Shattered Psyche,超能力,特殊,-999,-999,-999,透過Ｚ力量操縱對手，全力使其感受到痛苦。威力會隨原本的招式而改變。
650,激狂大地萬里冰,レイジングジオフリーズ,Subzero Slammer,冰,物理,-999,-999,-999,透過Ｚ力量急遽降低氣溫，全力冰凍對手。威力會隨原本的招式而改變。
651,激狂大地萬里冰,レイジングジオフリーズ,Subzero Slammer,冰,特殊,-999,-999,-999,透過Ｚ力量急遽降低氣溫，全力冰凍對手。威力會隨原本的招式而改變。
652,究極巨龍震天地,アルティメットドラゴンバーン,Devastating Drake,龍,物理,-999,-999,-999,透過Ｚ力量將氣場實體化，向對手全力發動襲擊。威力會隨原本的招式而改變。
653,究極巨龍震天地,アルティメットドラゴンバーン,Devastating Drake,龍,特殊,-999,-999,-999,透過Ｚ力量將氣場實體化，向對手全力發動襲擊。威力會隨原本的招式而改變。
654,黑洞吞噬萬物滅,ブラックホールイクリプス,Black Hole Eclipse,惡,物理,-999,-999,-999,透過Ｚ力量收集惡能量，全力將對手吸入。威力會隨原本的招式而改變。
655,黑洞吞噬萬物滅,ブラックホールイクリプス,Black Hole Eclipse,惡,特殊,-999,-999,-999,透過Ｚ力量收集惡能量，全力將對手吸入。威力會隨原本的招式而改變。
656,可愛星星飛天撞,ラブリースターインパクト,Twinkle Tackle,妖精,物理,-999,-999,-999,透過Ｚ力量製造魅惑空間，全力玩弄對手。威力會隨原本的招式而改變。
657,可愛星星飛天撞,ラブリースターインパクト,Twinkle Tackle,妖精,特殊,-999,-999,-999,透過Ｚ力量製造魅惑空間，全力玩弄對手。威力會隨原本的招式而改變。
658,皮卡皮卡必殺擊,ひっさつのピカチュート,Catastropika,電,物理,-999,-999,-999,透過Ｚ力量，全身覆蓋最大電力的皮卡丘全力猛撲對手。
659,集沙,すなあつめ,Shore Up,地面,變化,0,0,5,回復自己最大ＨＰ的一半。在沙暴中回復得更多。
660,迎頭一擊,であいがしら,First Impression,蟲,物理,90,100,10,招式的威力雖高，但只有在出場戰鬥時，立刻使出才能成功。
661,碉堡,トーチカ,Baneful Bunker,毒,變化,0,0,10,防住對手攻擊的同時，讓碰觸到自己的對手中毒。
662,縫影,かげぬい,Spirit Shackle,幽靈,物理,80,100,10,攻擊的同時，縫住對手的影子，使其無法逃走。
663,ＤＤ金勾臂,ＤＤラリアット,Darkest Lariat,惡,物理,85,100,10,在不受到對手能力變化影響的情況下給予對手傷害。
664,泡影的詠歎調,うたかたのアリア,Sparkling Aria,水,特殊,90,100,10,受到這招式攻擊的對手身上的灼傷狀態將會痊癒。
665,冰錘,アイスハンマー,Ice Hammer,冰,物理,100,90,10,揮舞強力而沉重的拳頭，給予對手傷害。自己的速度會降低。
666,花療,フラワーヒール,Floral Healing,妖精,變化,0,0,10,回復對手最大ＨＰ的一半。在青草場地時，效果會提高。
667,十萬馬力,１０まんばりき,High Horsepower,地面,物理,95,95,10,使出全身力量，猛攻對手。
668,吸取力量,ちからをすいとる,Strength Sap,草,變化,0,100,10,將自己的ＨＰ回復到和對手的攻擊力相同。然後降低對手的攻擊。
669,日光刃,ソーラーブレード,Solar Blade,草,物理,125,100,10,在第１回合儲存日光的能量，然後在第２回合使出高威力攻擊。
670,樹葉,このは,Leafage,草,物理,40,100,40,將葉片打向對手，進行攻擊。
671,聚光燈,スポットライト,Spotlight,一般,變化,-999,-999,-999,幫寶可夢打聚光燈，該回合只能瞄準該寶可夢。
672,毒絲,どくのいと,Toxic Thread,毒,變化,0,100,20,將混有毒的絲吐向對手。使其中毒，從而降低對手的速度。
673,磨礪,とぎすます,Laser Focus,一般,變化,-999,-999,-999,集中精神，下次攻擊必定會擊中要害。
674,輔助齒輪,アシストギア,Gear Up,鋼,變化,-999,-999,-999,藉由啟動齒輪，提高特性為正電和負電的寶可夢的攻擊和特攻。
675,地獄突刺,じごくづき,Throat Chop,惡,物理,80,100,15,受到此招式攻擊的對手，會因為地獄般的痛苦，在２回合內無法使用會發出聲音的招式。
676,花粉團,かふんだんご,Pollen Puff,蟲,特殊,90,100,15,對敵人使用時，用會爆炸的花粉團來攻擊。對我方同伴使用時，則給予有回復效果的花粉團。
677,擲錨,アンカーショット,Anchor Shot,鋼,物理,80,100,20,將錨纏住對手進行攻擊。使對手無法逃走。
678,精神場地,サイコフィールド,Psychic Terrain,超能力,變化,0,0,10,在５回合內，地面上的寶可夢不會受到先制招式攻擊。超能力屬性的招式威力會提高。
679,猛撲,とびかかる,Lunge,蟲,物理,80,100,15,全力猛撲對手進行攻擊。進而降低對手的攻擊。
680,火焰鞭,ほのおのムチ,Fire Lash,火,物理,80,100,15,用燃燒的鞭子抽打對手。受到攻擊的對手防禦會降低。
681,囂張,つけあがる,Power Trip,惡,物理,20,100,10,耀武揚威地攻擊對手，自己的能力提高得越多，威力就越大。
682,燃盡,もえつきる,Burn Up,火,特殊,130,100,5,燃盡全身的火焰，給予對手巨大的傷害。自己的火屬性將會消失。
683,速度互換,スピードスワップ,Speed Swap,超能力,變化,0,0,10,將對手和自己的速度進行互換。
684,修長之角,スマートホーン,Smart Strike,鋼,物理,70,0,10,用尖尖的角刺進對手進行攻擊。攻擊必定會命中。
685,淨化,じょうか,Purify,毒,變化,0,0,20,治癒對手的異常狀態。治癒後可以回復自己的ＨＰ。
686,覺醒之舞,めざめるダンス,Revelation Dance,一般,特殊,90,100,15,全力跳舞進行攻擊。此招式的屬性將變得和自己的屬性相同。
687,核心懲罰者,コアパニッシャー,Core Enforcer,龍,特殊,100,100,10,使出後能夠消除已經在該回合使出招式的對手的特性。
688,熱帶踢,トロピカルキック,Trop Kick,草,物理,70,100,15,向對手使出來自南國的火熱腳踢。進而降低對手的攻擊。
689,號令,さいはい,Instruct,超能力,變化,0,0,15,對手使出招式之後，能夠透過指令讓對手再次使出相同招式。
690,鳥嘴加農炮,くちばしキャノン,Beak Blast,飛行,物理,100,100,15,先加熱鳥嘴後再進行攻擊。若對手在加熱時觸碰的話，就會灼傷。
691,鱗片噪音,スケイルノイズ,Clanging Scales,龍,特殊,110,100,5,摩擦全身鱗片，發出響亮的聲音並進行攻擊。攻擊後自己的防禦會降低。
692,龍錘,ドラゴンハンマー,Dragon Hammer,龍,物理,90,100,15,像錘子般地使用身體向對手發動襲擊，給予傷害。
693,狂舞揮打,ぶんまわす,Brutal Swing,惡,物理,60,100,20,用自己的身體狂舞揮打，給予對手傷害。
694,極光幕,オーロラベール,Aurora Veil,冰,變化,0,0,20,在５回合內減弱物理和特殊的傷害。在下雪時才有效果。
695,遮天蔽日暗影箭,シャドーアローズストライク,Sinister Arrow Raid,幽靈,物理,-999,-999,-999,透過Ｚ力量製造出無數箭的狙射樹梟全力射穿對手進行攻擊。
696,極惡飛躍粉碎擊,ハイパーダーククラッシャー,Malicious Moonsault,惡,物理,-999,-999,-999,透過Ｚ力量得到強壯肉體的熾焰咆哮虎全力撞向對手進行攻擊。
697,海神莊嚴交響樂,わだつみのシンフォニア,Oceanic Operetta,水,特殊,-999,-999,-999,透過Ｚ力量呼喚大量水的西獅海壬全力攻擊對手。
698,巨人衛士・阿羅拉,ガーディアン・デ・アローラ,Guardian of Alola,妖精,特殊,-999,-999,-999,透過Ｚ力量得到阿羅拉之力的土地神寶可夢的全力攻擊。會大量減少對手的現有ＨＰ。
699,七星奪魂腿,しちせいだっこんたい,Soul-Stealing 7-Star Strike,幽靈,物理,-999,-999,-999,得到Ｚ力量的瑪夏多全力使出拳頭和腳踢的連續招式叩打對手。
700,駕雷馭電戲衝浪,ライトニングサーフライド,Stoked Sparksurfer,電,特殊,-999,-999,-999,得到Ｚ力量的阿羅拉地區的雷丘全力進行攻擊。讓對手陷入麻痺狀態。
701,認真起來大爆擊,ほんきをだす　こうげき,Pulverizing Pancake,一般,物理,-999,-999,-999,透過Ｚ力量使認真起來的卡比獸躍動其巨大身軀，全力向對手發動襲擊。
702,九彩昇華齊聚頂,ナインエボルブースト,Extreme Evoboost,一般,變化,-999,-999,-999,得到Ｚ力量的伊布借助進化後的夥伴們的力量大幅提升自己的能力。
703,起源超新星大爆炸,オリジンズスーパーノヴァ,Genesis Supernova,超能力,特殊,-999,-999,-999,得到Ｚ力量的夢幻全力攻擊對手。腳下變成精神場地。
704,陷阱甲殼,トラップシェル,Shell Trap,火,特殊,150,100,5,回合開始時，設下陷阱，若該回合中受到來自對手的物理攻擊， 可引起爆炸並給予對手重大的傷害。
705,花朵加農炮,フルールカノン,Fleur Cannon,妖精,特殊,130,90,5,放出強力光束後，自己的特攻會大幅降低。
706,精神之牙,サイコファング,Psychic Fangs,超能力,物理,85,100,10,利用精神力量咬住對手進行攻擊。並可破壞光牆和反射壁等。
707,跺腳,じだんだ,Stomping Tantrum,地面,物理,75,100,10,化悔恨為力量進行攻擊。如果上一回合的招式沒有命中，威力就會加倍。
708,暗影之骨,シャドーボーン,Shadow Bone,幽靈,物理,85,100,10,用寄宿了靈魂的骨頭毆打對手進行攻擊。有時會降低對手的防禦。
709,衝岩,アクセルロック,Accelerock,岩石,物理,40,100,20,透過敏捷的動作撞擊對手，一定能先發制人進行攻擊。
710,水流裂破,アクアブレイク,Liquidation,水,物理,85,100,10,用水之力量撞向對手進行攻擊。有時會降低對手的防禦。
711,稜鏡鐳射,プリズムレーザー,Prismatic Laser,超能力,特殊,160,100,10,用稜鏡的力量發射強烈光線。下一回合自己將無法動彈。
712,暗影偷盜,シャドースチール,Spectral Thief,幽靈,物理,90,100,10,潛入對手的影子，奪取對手的能力提升進行攻擊。
713,流星閃衝,メテオドライブ,Sunsteel Strike,鋼,物理,100,100,5,以流星般的氣勢猛撞對手，可無視對手的特性並進行攻擊。
714,暗影之光,シャドーレイ,Moongeist Beam,幽靈,特殊,100,100,5,放出奇異的光線攻擊對手，可無視對手的特性進行攻擊。
715,淚眼汪汪,なみだめ,Tearful Look,一般,變化,0,0,20,變得淚眼汪汪，令對手喪失鬥志。進而降低對手的攻擊和特攻。
716,麻麻刺刺,びりびりちくちく,Zing Zap,電,物理,80,100,10,撞向對手，並利用強電流使其感到麻麻刺刺的。有時會使對手畏縮。
717,自然之怒,しぜんのいかり,Nature’s Madness,妖精,特殊,-1,90,10,向對手發洩自然之怒，使對手的ＨＰ減半。
718,多屬性攻擊,マルチアタック,Multi-Attack,一般,物理,120,100,10,讓強大能量圍繞全身，撞向對手進行攻擊。招式屬性會隨著記憶碟而改變。
719,千萬伏特,１０００まんボルト,"10,000,000 Volt Thunderbolt",電,特殊,-999,-999,-999,戴著帽子的皮卡丘向對手釋放出藉由Ｚ力量增強的電流。容易擊中要害。
720,驚爆大頭,ビックリヘッド,Mind Blown,火,特殊,150,100,5,會讓自己的頭爆炸，來攻擊周遭的一切。自己也會受到傷害。
721,等離子閃電拳,プラズマフィスト,Plasma Fists,電,物理,100,100,15,用帶有電流的拳頭進行攻擊。可以將一般屬性的招式轉變為電屬性。
722,光子噴湧,フォトンゲイザー,Photon Geyser,超能力,特殊,100,100,5,以光柱進行攻擊。會比較自己的攻擊和特攻，以數值較高的一方進行攻擊。
723,焚天滅世熾光爆,てんこがすめつぼうのひかり,Light That Burns the Sky,超能力,特殊,-999,-999,-999,獲得Ｚ力量的杖尾鱗甲龍將會以全力攻擊對手，並提升自己的能力。
724,日光迴旋下蒼穹,サンシャインスマッシャー,Searing Sunraze Smash,鋼,物理,-999,-999,-999,獲得Ｚ力量的鬃岩狼人將會以全力進行攻擊，並消除場地的狀態。
725,月華飛濺落靈霄,ムーンライトブラスター,Menacing Moonraze Maelstrom,幽靈,特殊,-999,-999,-999,獲得Ｚ力量的謎擬Ｑ將會以全力進行亂揍攻擊。
726,親密無間大亂揍,ぽかぼかフレンドタイム,Let’s Snuggle Forever,妖精,物理,-999,-999,-999,獲得Ｚ力量的索爾迦雷歐將會以全力進行攻擊。可以無視對手的特性效果。
727,狼嘯石牙颶風暴,ラジアルエッジストーム,Splintered Stormshards,岩石,物理,-999,-999,-999,獲得Ｚ力量的露奈雅拉將會以全力進行攻擊。可以無視對手的特性效果。
728,熾魂熱舞烈音爆,ブレイジングソウルビート,Clangorous Soulblaze,龍,特殊,-999,-999,-999,奈克洛茲瑪會無視對手特性的效果，在攻擊與特攻之間選擇數值較高的一方進行攻擊。
729,電電加速,ばちばちアクセル,Zippy Zap,電,物理,-999,-999,-999,迅猛無比的電擊。必定能夠發動先制攻擊，擊中對手要害。
730,滔滔衝浪,ざぶざぶサーフ,Splishy Splash,水,特殊,-999,-999,-999,在巨浪中注入電力，撞向對手進行攻擊。有時會讓對手陷入麻痺狀態。
731,飄飄墜落,ふわふわフォール,Floaty Fall,飛行,物理,-999,-999,-999,輕飄飄地浮起，然後急速墜落，進行攻擊。有時會讓對手畏縮。
732,閃閃雷光,ピカピカサンダー,Pika Papow,電,特殊,-999,-999,-999,皮卡丘越喜歡訓練家，威力就越強大的電擊。攻擊必定會命中。
733,活活氣泡,いきいきバブル,Bouncy Bubble,水,特殊,-999,-999,-999,投擲水球進行攻擊。攻擊後吸水並回復給予對手傷害的一半ＨＰ。
734,麻麻電擊,びりびりエレキ,Buzzy Buzz,電,特殊,-999,-999,-999,發出電擊攻擊對手。讓對手陷入麻痺狀態。
735,熊熊火爆,めらめらバーン,Sizzly Slide,火,物理,-999,-999,-999,用纏繞著火焰的身體猛烈地衝撞對手，讓對手陷入灼傷狀態。
736,嘩嘩氣場,どばどばオーラ,Glitzy Glow,超能力,特殊,-999,-999,-999,用極大量的念力攻擊對手，造出一道能夠減弱對手特殊攻擊的神奇牆壁。
737,壞壞領域,わるわるゾーン,Baddy Bad,惡,特殊,-999,-999,-999,惡形惡狀地進行攻擊，造出一道能夠減弱對手物理攻擊的神奇牆壁。
738,茁茁轟炸,すくすくボンバー,Sappy Seed,草,物理,-999,-999,-999,長出巨大的藤蔓，散播種子進行攻擊。種子每回合都會吸取對手的ＨＰ。
739,冰冰霜凍,こちこちフロスト,Freezy Frost,冰,特殊,-999,-999,-999,用冰凍的黑霧結晶進行攻擊，讓全體寶可夢的能力變化回到初始狀態。
740,亮亮風暴,きらきらストーム,Sparkly Swirl,妖精,特殊,-999,-999,-999,用帶著嗆鼻香氣的龍捲風包圍對手，進行攻擊，並治癒我方寶可夢的異常狀態。
741,砰砰擊破,ブイブイブレイク,Veevee Volley,一般,物理,-999,-999,-999,伊布越喜歡訓練家，威力就越強大的衝撞。攻擊必定會命中。
742,鋼拳雙擊,ダブルパンツァー,Double Iron Bash,鋼,物理,60,100,5,以胸口的螺帽為軸心旋轉，連續２次揮動手臂痛擊對手。有時會使對手畏縮。
743,極巨防壁,ダイウォール,Max Guard,一般,變化,0,0,10,完全防住對手的所有攻擊。連續使用時容易失敗。
744,極巨炮,ダイマックスほう,Dynamax Cannon,龍,特殊,100,100,5,從核心發射光束進行攻擊。當對手極巨化時，傷害將變為２倍。
745,狙擊,ねらいうち,Snipe Shot,水,特殊,80,100,15,能不受具有吸引對手招式效果的特性或招式影響，向選定的對手進行攻擊。
746,緊咬不放,くらいつく,Jaw Lock,惡,物理,80,100,10,使攻擊對象及自己在陷入瀕死前都無法進行替換。當兩隻寶可夢其中一方退場時，效果就會消失。
747,大快朵頤,ほおばる,Stuff Cheeks,一般,變化,0,0,10,吃掉攜帶的樹果，大幅提高自己的防禦。
748,背水一戰,はいすいのじん,No Retreat,格鬥,變化,0,0,5,提高自己所有的能力，但無法進行替換或逃走。
749,瀝青射擊,タールショット,Tar Shot,岩石,變化,0,100,15,射出黏黏的瀝青，降低對手的速度。對手的弱點將變為火。
750,魔法粉,まほうのこな,Magic Powder,超能力,變化,0,100,20,撒出魔法粉末，使對手變為超能力屬性。
751,龍箭,ドラゴンアロー,Dragon Darts,龍,物理,50,100,10,讓多龍梅西亞進行２次攻擊。當對手場上有２隻寶可夢時，則向牠們各進行１次攻擊。
752,茶會,おちゃかい,Teatime,一般,變化,0,0,10,舉辦茶會，在場上的寶可夢都會吃掉自己攜帶的樹果。
753,蛸固,たこがため,Octolock,格鬥,變化,0,100,15,讓對手無法逃走。對手被纏住後，防禦和特防每回合都會降低。
754,電喙,でんげきくちばし,Bolt Beak,電,物理,85,100,10,用帶有電流的鳥嘴刺向對手。若在對手之前進行攻擊，招式的威力會變成２倍。
755,鰓咬,エラがみ,Fishious Rend,水,物理,85,100,10,用堅硬的鰓咬住對手。若在對手之前進行攻擊，招式的威力會變成２倍。
756,換場,コートチェンジ,Court Change,一般,變化,0,100,10,用神奇的力量與對手交換場地效果。
757,極巨火爆,ダイバーン,Max Flare,火,物理,0,0,10,極巨化寶可夢所使出的火屬性攻擊。可在５回合內讓日照增強。
758,極巨蟲蠱,ダイワーム,Max Flutterby,蟲,物理,0,0,10,極巨化寶可夢所使出的蟲屬性攻擊。可降低對手的特攻。
759,極巨閃電,ダイサンダー,Max Lightning,電,物理,0,0,10,極巨化寶可夢所使出的電屬性攻擊。可在５回合內將腳下變成電氣場地。
760,極巨攻擊,ダイアタック,Max Strike,一般,物理,0,0,10,極巨化寶可夢所使出的一般屬性攻擊。可降低對手的速度。
761,極巨拳鬥,ダイナックル,Max Knuckle,格鬥,物理,0,0,10,極巨化寶可夢所使出的格鬥屬性攻擊。可提高我方的攻擊。
762,極巨幽魂,ダイホロウ,Max Phantasm,幽靈,物理,0,0,10,極巨化寶可夢所使出的幽靈屬性攻擊。可降低對手的防禦。
763,極巨寒冰,ダイアイス,Max Hailstorm,冰,物理,0,0,10,極巨化寶可夢所使出的冰屬性攻擊。在５回合內會降下冰雹。
764,極巨酸毒,ダイアシッド,Max Ooze,毒,物理,0,0,10,極巨化寶可夢所使出的毒屬性攻擊。可提高我方的特攻。
765,極巨水流,ダイストリーム,Max Geyser,水,物理,0,0,10,極巨化寶可夢所使出的水屬性攻擊。在５回合內會降下大雨。
766,極巨飛衝,ダイジェット,Max Airstream,飛行,物理,0,0,10,極巨化寶可夢所使出的飛行屬性攻擊。可提高我方的速度。
767,極巨妖精,ダイフェアリー,Max Starfall,妖精,物理,0,0,10,極巨化寶可夢所使出的妖精屬性攻擊。可在５回合內將腳下變成薄霧場地。
768,極巨龍騎,ダイドラグーン,Max Wyrmwind,龍,物理,0,0,10,極巨化寶可夢所使出的龍屬性攻擊。可降低對手的攻擊。
769,極巨超能,ダイサイコ,Max Mindstorm,超能力,物理,0,0,10,極巨化寶可夢所使出的超能力屬性攻擊。可在５回合內將腳下變成精神場地。
770,極巨岩石,ダイロック,Max Rockfall,岩石,物理,0,0,10,極巨化寶可夢所使出的岩石屬性攻擊。在５回合內會捲起沙暴。
771,極巨大地,ダイアース,Max Quake,地面,物理,0,0,10,極巨化寶可夢所使出的地面屬性攻擊。可提高我方的特防。
772,極巨惡霸,ダイアーク,Max Darkness,惡,物理,0,0,10,極巨化寶可夢所使出的惡屬性攻擊。可降低對手的特防。
773,極巨草原,ダイソウゲン,Max Overgrowth,草,物理,0,0,10,極巨化寶可夢所使出的草屬性攻擊。可在５回合內將腳下變成青草場地。
774,極巨鋼鐵,ダイスチル,Max Steelspike,鋼,物理,0,0,10,極巨化寶可夢所使出的鋼屬性攻擊。可提高我方的防禦。
775,魂舞烈音爆,ソウルビート,Clangorous Soul,龍,變化,0,100,5,消耗一些自己的ＨＰ，提高自己的所有能力。
776,撲擊,ボディプレス,Body Press,格鬥,物理,80,100,10,用身體撞向對手進行攻擊。自己的防禦越高，給予對手的傷害越大。
777,裝飾,デコレーション,Decorate,妖精,變化,0,0,15,透過裝飾，大幅提高對手的攻擊和特攻。
778,鼓擊,ドラムアタック,Drum Beating,草,物理,80,100,10,用打鼓來控制鼓的根部進行攻擊，進而降低對手的速度。
779,捕獸夾,トラバサミ,Snap Trap,草,物理,35,100,15,用捕獸夾，在４～５回合內夾住對手進行攻擊。
780,火焰球,かえんボール,Pyro Ball,火,物理,120,90,5,燃燒小石子，形成火球攻擊對手。有時會讓對手陷入灼傷狀態。
781,巨獸斬,きょじゅうざん,Behemoth Blade,鋼,物理,100,100,5,變身為巨大的劍斬向對手。當對手極巨化時，傷害會變為２倍。
782,巨獸彈,きょじゅうだん,Behemoth Bash,鋼,物理,100,100,5,變身為巨大的盾撞向對手。當對手極巨化時，傷害會變為２倍。
783,氣場輪,オーラぐるま,Aura Wheel,電,物理,110,100,10,用儲存在頰囊中的能量進行攻擊，並提高自己的速度。招式屬性會隨著莫魯貝可的樣子而改變。
784,廣域破壞,ワイドブレイカー,Breaking Swipe,龍,物理,60,100,15,激烈地甩動強韌的尾巴攻擊對手，降低對手的攻擊。
785,木枝突刺,えだづき,Branch Poke,草,物理,40,100,40,用尖銳的樹枝刺向對手進行攻擊。
786,破音,オーバードライブ,Overdrive,電,特殊,80,100,10,彈奏吉他和貝斯，用發出巨響的激烈震動攻擊對手。
787,蘋果酸,りんごさん,Apple Acid,草,特殊,80,100,10,使用從酸蘋果提煉出的酸性液體進行攻擊。可降低對手的特防。
788,萬有引力,Ｇのちから,Grav Apple,草,物理,80,100,10,讓蘋果從高處落下，給予對手傷害。可降低對手的防禦。
789,靈魂衝擊,ソウルクラッシュ,Spirit Break,妖精,物理,75,100,15,用足以讓對手一蹶不振的氣勢進行攻擊。可降低對手的特攻。
790,神奇蒸汽,ワンダースチーム,Strange Steam,妖精,特殊,90,95,10,噴出煙霧攻擊對手。有時會使對手混亂。
791,生命水滴,いのちのしずく,Life Dew,水,變化,0,0,10,灑出神奇之水，回復自己和場上同伴的ＨＰ。
792,攔堵,ブロッキング,Obstruct,惡,變化,0,100,10,完全防住對手的所有攻擊。連續使用時容易失敗。一旦觸碰到，防禦會大幅降低。
793,假跪真撞,どげざつき,False Surrender,惡,物理,80,0,10,假裝低頭道歉，用凌亂的頭髮刺向對手。攻擊必定會命中。
794,流星突擊,スターアサルト,Meteor Assault,格鬥,物理,150,100,5,揮舞粗壯的莖進行攻擊。但同時自己也會站不穩，下一回合將無法動彈。
